pdf_path,page_no,success,processing_time,error,timestamp
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,18,True,0.02,,2025-10-08T17:34:08.317458
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,19,True,0.02,,2025-10-08T17:34:08.340016
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,20,True,0.26,,2025-10-08T17:34:08.596348
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,21,True,0.03,,2025-10-08T17:34:08.624328
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,22,True,0.35,,2025-10-08T17:34:08.973855
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,23,True,0.35,,2025-10-08T17:34:09.326442
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,24,True,0.36,,2025-10-08T17:34:09.689492
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,25,True,0.02,,2025-10-08T17:34:09.713031
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,1,True,7.34,,2025-10-08T17:34:17.058141
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,2,True,0.39,,2025-10-08T17:34:17.446006
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,3,True,0.44,,2025-10-08T17:34:17.884924
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,4,True,0.35,,2025-10-08T17:34:18.238647
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,5,True,0.39,,2025-10-08T17:34:18.624881
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,6,True,0.36,,2025-10-08T17:34:18.989845
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,7,True,0.46,,2025-10-08T17:34:19.454639
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,8,True,0.46,,2025-10-08T17:34:19.913835
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,9,True,0.37,,2025-10-08T17:34:20.287830
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,10,True,0.38,,2025-10-08T17:34:20.669955
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,11,True,0.36,,2025-10-08T17:34:21.031633
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,12,True,0.41,,2025-10-08T17:34:21.443732
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,13,True,0.03,,2025-10-08T17:34:21.476619
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,14,True,0.03,,2025-10-08T17:34:21.510156
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,15,True,0.03,,2025-10-08T17:34:21.536577
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,16,True,0.02,,2025-10-08T17:34:21.560487
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,17,True,0.02,,2025-10-08T17:34:21.585425
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,18,True,0.02,,2025-10-08T17:34:21.607659
data\drive\Secondary Sources\28_arastirma_3-libre.pdf,19,True,0.02,,2025-10-08T17:34:21.632762
