pdf_id,page,akk_block_id,akk_text,akk_bbox,akk_column,trans_block_id,trans_text,trans_lang,trans_bbox,trans_column,score,distance_px,same_column,has_marker,reading_order_ok
Innaya_v2,243,p243_c0_b0_f0,b) coezpéditeur,"49.529998779296875,132.59002685546875,279.8675842285156,710.7394714355469",0,p243_c0_b0_f1,"178. RA 58-60, 32 179. BIN VI, 72",tr,"49.529998779296875,132.59002685546875,279.8675842285156,710.7394714355469",0,0.9000000000000001,0.0,True,False,True
Innaya_v2,243,p243_c1_b1_f0,"I. Correspondance d 'lnnaya
B. Inna.ya expéditeur","30.950000762939453,85.43060302734375,396.98764419555664,428.03672790527344",1,p243_c1_b1_f1,"178. RA 58-60, 32",en,"30.950000762939453,85.43060302734375,396.98764419555664,428.03672790527344",1,0.9000000000000001,0.0,True,False,True
